"School Year","Division Number","Division Name","Subject","English Learner","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2005-2006","21","Chesterfield County","English:Reading","Y","Grade 6","SOL","English Reading","25","64","25","89","114","21.93","56.14","21.93","78.07","449"
"2005-2006","21","Chesterfield County","English:Reading","Y","Grade 7","SOL","English Reading","20","55","24","75","99","20.20","55.56","24.24","75.76","443"
"2005-2006","21","Chesterfield County","English:Reading","Y","Grade 8","SOL","English Reading","1","39","33","40","73","1.37","53.42","45.21","54.79","398"
"2005-2006","22","Clarke County","English:Reading","N","Grade 3","SOL","English Reading","64","56","21","120","141","45.39","39.72","14.89","85.11","475"
"2005-2006","22","Clarke County","English:Reading","N","Grade 4","SOL","English Reading","61","54","24","115","139","43.88","38.85","17.27","82.73","481"
"2005-2006","22","Clarke County","English:Reading","N","Grade 5","SOL","English Reading","86","60","15","146","161","53.42","37.27","9.32","90.68","498"
"2005-2006","22","Clarke County","English:Reading","N","Grade 6","SOL","English Reading","72","62","22","134","156","46.15","39.74","14.10","85.90","481"
"2005-2006","22","Clarke County","English:Reading","N","Grade 7","SOL","English Reading","87","54","20","141","161","54.04","33.54","12.42","87.58","487"
"2005-2006","22","Clarke County","English:Reading","N","Grade 8","SOL","English Reading","46","82","34","128","162","28.40","50.62","20.99","79.01","451"
"2005-2006","22","Clarke County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","22","Clarke County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","22","Clarke County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","22","Clarke County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","22","Clarke County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","22","Clarke County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","476"
"2005-2006","202","Colonial Beach","English:Reading","N","Grade 3","SOL","English Reading","11","23","7","34","41","26.83","56.10","17.07","82.93","461"
"2005-2006","202","Colonial Beach","English:Reading","N","Grade 4","SOL","English Reading","9","12","16","21","37","24.32","32.43","43.24","56.76","434"
"2005-2006","202","Colonial Beach","English:Reading","N","Grade 5","SOL","English Reading","11","21","10","32","42","26.19","50.00","23.81","76.19","463"
"2005-2006","202","Colonial Beach","English:Reading","N","Grade 6","SOL","English Reading","12","18","2","30","32","37.50","56.25","6.25","93.75","485"
"2005-2006","202","Colonial Beach","English:Reading","N","Grade 7","SOL","English Reading","12","26","9","38","47","25.53","55.32","19.15","80.85","452"
"2005-2006","202","Colonial Beach","English:Reading","N","Grade 8","SOL","English Reading","9","18","19","27","46","19.57","39.13","41.30","58.70","424"
"2005-2006","202","Colonial Beach","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","202","Colonial Beach","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","106","Colonial Heights City","English:Reading","N","Grade 3","SOL","English Reading","81","98","16","179","195","41.54","50.26","8.21","91.79","480"
"2005-2006","106","Colonial Heights City","English:Reading","N","Grade 4","SOL","English Reading","75","85","17","160","177","42.37","48.02","9.60","90.40","480"
"2005-2006","106","Colonial Heights City","English:Reading","N","Grade 5","SOL","English Reading","105","115","20","220","240","43.75","47.92","8.33","91.67","482"
"2005-2006","106","Colonial Heights City","English:Reading","N","Grade 6","SOL","English Reading","81","88","32","169","201","40.30","43.78","15.92","84.08","474"
"2005-2006","106","Colonial Heights City","English:Reading","N","Grade 7","SOL","English Reading","73","105","46","178","224","32.59","46.88","20.54","79.46","457"
"2005-2006","106","Colonial Heights City","English:Reading","N","Grade 8","SOL","English Reading","24","117","62","141","203","11.82","57.64","30.54","69.46","426"
"2005-2006","106","Colonial Heights City","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","494"
"2005-2006","106","Colonial Heights City","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","508"
"2005-2006","106","Colonial Heights City","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","106","Colonial Heights City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","432"
"2005-2006","106","Colonial Heights City","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","106","Colonial Heights City","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","107","Covington City","English:Reading","N","Grade 3","SOL","English Reading","28","17","11","45","56","50.00","30.36","19.64","80.36","484"
"2005-2006","107","Covington City","English:Reading","N","Grade 4","SOL","English Reading","19","37","15","56","71","26.76","52.11","21.13","78.87","455"
"2005-2006","107","Covington City","English:Reading","N","Grade 5","SOL","English Reading","8","32","15","40","55","14.55","58.18","27.27","72.73","433"
"2005-2006","107","Covington City","English:Reading","N","Grade 6","SOL","English Reading","15","26","20","41","61","24.59","42.62","32.79","67.21","440"
"2005-2006","107","Covington City","English:Reading","N","Grade 7","SOL","English Reading","12","25","14","37","51","23.53","49.02","27.45","72.55","445"
"2005-2006","107","Covington City","English:Reading","N","Grade 8","SOL","English Reading","18","39","7","57","64","28.13","60.94","10.94","89.06","463"
"2005-2006","23","Craig County","English:Reading","N","Grade 3","SOL","English Reading","21","22","6","43","49","42.86","44.90","12.24","87.76","481"
"2005-2006","23","Craig County","English:Reading","N","Grade 4","SOL","English Reading","14","34","6","48","54","25.93","62.96","11.11","88.89","460"
"2005-2006","23","Craig County","English:Reading","N","Grade 5","SOL","English Reading","7","37","8","44","52","13.46","71.15","15.38","84.62","453"
"2005-2006","23","Craig County","English:Reading","N","Grade 6","SOL","English Reading","9","33","10","42","52","17.31","63.46","19.23","80.77","452"
"2005-2006","23","Craig County","English:Reading","N","Grade 7","SOL","English Reading","20","22","14","42","56","35.71","39.29","25.00","75.00","449"
"2005-2006","23","Craig County","English:Reading","N","Grade 8","SOL","English Reading","2","30","12","32","44","4.55","68.18","27.27","72.73","428"
"2005-2006","24","Culpeper County","English:Reading","N","Grade 3","SOL","English Reading","200","197","67","397","464","43.10","42.46","14.44","85.56","475"
